,id,year,overall_pick,team,player,nationality,position,age,to_year,amateur_team,games_played,goals,assists,points,plus_minus,penalties_minutes,point_shares
1108,1109,2017,11,Los Angeles Kings,Gabriel Vilardi,CA,C,18.0,2022.0,Windsor Spitfires (OHL),89.0,18.0,19.0,37.0,-13.0,18.0,3.4
1109,1110,2017,12,Carolina Hurricanes,Martin Necas,CZ,C,18.0,2022.0,HC Kometa Brno (Czech),203.0,45.0,74.0,119.0,24.0,64.0,12.1
1110,1111,2017,13,Vegas Golden Knights,Nick Suzuki,CA,C,18.0,2022.0,Owen Sound Attack (OHL),209.0,49.0,94.0,143.0,-49.0,62.0,11.3
1111,1112,2017,14,Tampa Bay Lightning,Callan Foote,US,D,18.0,2022.0,Kelowna Rockets (WHL),91.0,3.0,9.0,12.0,15.0,58.0,3.6
1112,1113,2017,15,Vegas Golden Knights,Erik Brannstrom,SE,D,18.0,2022.0,HV71 (Sweden),116.0,2.0,29.0,31.0,-23.0,71.0,3.8
1113,1114,2017,16,Calgary Flames,Juuso Valimaki,FI,D,18.0,2022.0,Tri-City Americans (WHL),82.0,3.0,13.0,16.0,-4.0,48.0,2.6
1114,1115,2017,17,Toronto Maple Leafs,Timothy Liljegren,SE,D,18.0,2022.0,Rogle BK (Sweden),74.0,5.0,19.0,24.0,11.0,18.0,4.0
1115,1116,2017,18,Boston Bruins,Urho Vaakanainen,FI,D,18.0,2022.0,JYP (Finland),45.0,0.0,8.0,8.0,-7.0,12.0,1.3
1116,1117,2017,19,San Jose Sharks,Joshua Norris,US,C,18.0,2022.0,USA U-18 Development Team (USDP/USHL),125.0,52.0,38.0,90.0,-17.0,29.0,10.3
1117,1118,2017,20,St. Louis Blues,Robert Thomas,CA,C,18.0,2022.0,London Knights (OHL),241.0,42.0,122.0,164.0,25.0,58.0,14.9
1118,1119,2017,21,New York Rangers,Filip Chytil,CZ,C,18.0,2022.0,HC Ziln (Czech),253.0,42.0,51.0,93.0,-26.0,46.0,6.7
1119,1120,2017,22,Edmonton Oilers,Kailer Yamamoto,US,RW,18.0,2022.0,Spokane Chiefs (WHL),186.0,40.0,53.0,93.0,17.0,82.0,8.7
1120,1121,2017,23,Arizona Coyotes,Pierre-Olivier Joseph,CA,D,18.0,2022.0,Charlottetown Islanders (QMJHL),20.0,1.0,4.0,5.0,-1.0,8.0,0.7
1121,1122,2017,24,Winnipeg Jets,Kristian Vesalainen,FI,W,18.0,2022.0,Frolunda HC (Sweden),70.0,2.0,3.0,5.0,-8.0,6.0,-0.6
1122,1123,2017,25,Montreal Canadiens,Ryan Poehling,US,C,18.0,2022.0,St. Cloud State (NCHC),85.0,13.0,9.0,22.0,-22.0,10.0,1.0
1123,1124,2017,26,Dallas Stars,Jake Oettinger,US,G,18.0,2022.0,Boston University (H-East),77.0,0.0,3.0,3.0,0.0,4.0,12.7
1124,1125,2017,27,Philadelphia Flyers,Morgan Frost,CA,C,18.0,2022.0,Soo Greyhounds (OHL),77.0,7.0,16.0,23.0,-14.0,18.0,0.8
1126,1127,2017,29,Chicago Blackhawks,Henri Jokiharju,FI,D,18.0,2022.0,Portland Winterhawks (WHL),213.0,10.0,44.0,54.0,-32.0,72.0,8.2
1127,1128,2017,30,Nashville Predators,Eeli Tolvanen,FI,RW,18.0,2022.0,Sioux City Musketeers (USHL),122.0,23.0,24.0,47.0,-15.0,20.0,3.7
1128,1129,2017,31,St. Louis Blues,Klim Kostin,RU,C; LW,18.0,2022.0,Dynamo Moskva (Russia),46.0,5.0,6.0,11.0,-3.0,23.0,0.7
1129,1130,2017,32,Colorado Avalanche,Conor Timmins,CA,D,18.0,2022.0,Soo Greyhounds (OHL),39.0,0.0,7.0,7.0,2.0,8.0,1.3
1130,1131,2017,33,Vancouver Canucks,Kole Lind,CA,RW,18.0,2022.0,Kelowna Rockets (WHL),30.0,2.0,6.0,8.0,-5.0,12.0,0.2
1131,1132,2017,34,Vegas Golden Knights,Nicolas Hague,CA,D,18.0,2022.0,Mississauga Steelheads (OHL),142.0,10.0,32.0,42.0,20.0,101.0,8.6
1132,1133,2017,35,Philadelphia Flyers,Isaac Ratcliffe,CA,LW,18.0,2022.0,Guelph Storm (OHL),10.0,1.0,3.0,4.0,-1.0,10.0,0.3
1133,1134,2017,36,New Jersey Devils,Jesper Boqvist,SE,C,18.0,2022.0,Brynas IF (Sweden),119.0,18.0,16.0,34.0,-25.0,20.0,1.9
1135,1136,2017,38,Detroit Red Wings,Gustav Lindstrom,SE,D,18.0,2022.0,Almtuna IS (Sweden-2),92.0,1.0,16.0,17.0,-17.0,36.0,2.2
1136,1137,2017,39,Dallas Stars,Jason Robertson,US,LW,18.0,2022.0,Kingston Frontenacs (OHL),128.0,58.0,67.0,125.0,29.0,38.0,15.7
1137,1138,2017,40,Florida Panthers,Aleksi Heponiemi,FI,C,18.0,2022.0,Swift Current Broncos (WHL),15.0,1.0,2.0,3.0,-5.0,4.0,-0.1
1138,1139,2017,41,Los Angeles Kings,Jaret Anderson-Dolan,CA,C,18.0,2022.0,Spokane Chiefs (WHL),50.0,7.0,5.0,12.0,-15.0,10.0,0.5
1139,1140,2017,42,Carolina Hurricanes,Eetu Luostarinen,FI,C,19.0,2022.0,KalPa (Finland),130.0,12.0,23.0,35.0,-12.0,24.0,0.8
1140,1141,2017,43,Winnipeg Jets,Dylan Samberg,US,D,18.0,2022.0,Hermantown HS (High-MN),15.0,0.0,5.0,5.0,3.0,4.0,0.9
1142,1143,2017,45,Columbus Blue Jackets,Alexandre Texier,FR,C,18.0,2022.0,Grenoble (France),123.0,22.0,27.0,49.0,-7.0,44.0,4.0
1143,1144,2017,46,New York Islanders,Robin Salo,FI,D,18.0,2022.0,Sport (Finland),21.0,1.0,4.0,5.0,-6.0,4.0,0.6
1144,1145,2017,47,Ottawa Senators,Alex Formenton,CA,LW,18.0,2022.0,London Knights (OHL),109.0,23.0,16.0,39.0,-9.0,71.0,3.5
1145,1146,2017,48,Tampa Bay Lightning,Alexander Volkov,RU,RW,20.0,2021.0,SKA Neva St. Petersburg (Russia-2),46.0,7.0,7.0,14.0,-5.0,12.0,1.2
1146,1147,2017,49,San Jose Sharks,Mario Ferraro,CA,D,18.0,2022.0,Des Moines Buccaneers (USHL),180.0,5.0,37.0,42.0,-26.0,68.0,7.7
1147,1148,2017,50,Anaheim Ducks,Maxime Comtois,CA,LW,18.0,2022.0,Victoriaville Tigres (QMJHL),146.0,29.0,38.0,67.0,-15.0,117.0,6.2
1150,1151,2017,53,Boston Bruins,Jack Studnicka,CA,C,18.0,2022.0,Oshawa Generals (OHL),37.0,1.0,6.0,7.0,-6.0,6.0,-0.1
1151,1152,2017,54,Buffalo Sabres,Ukko-Pekka Luukkonen,FI,G,18.0,2022.0,HPK Jr. (Finland Jr.),13.0,0.0,0.0,0.0,0.0,0.0,2.6
1152,1153,2017,55,Vancouver Canucks,Jonah Gadjovich,CA,LW,18.0,2022.0,Owen Sound Attack (OHL),44.0,1.0,2.0,3.0,-10.0,91.0,-0.4
1154,1155,2017,57,Chicago Blackhawks,Ian Mitchell,CA,D,18.0,2022.0,Spruce Grove (AJHL),47.0,3.0,5.0,8.0,-13.0,14.0,0.8
1159,1160,2017,62,Vegas Golden Knights,Jake Leschyshyn,US,C,18.0,2022.0,Regina Pats (WHL),41.0,2.0,4.0,6.0,-2.0,8.0,-0.1
1160,1161,2017,63,New Jersey Devils,Fabian Zetterlund,SE,W,18.0,2022.0,Farjestad BK Jr. (Sweden Jr.),14.0,3.0,5.0,8.0,5.0,0.0,0.9
1161,1162,2017,64,Vancouver Canucks,Michael Dipietro,CA,G,18.0,2022.0,Windsor Spitfires (OHL),3.0,0.0,0.0,0.0,0.0,0.0,-0.4
1162,1163,2017,65,Vegas Golden Knights,Jonas Rondbjerg,DK,RW,18.0,2022.0,Vaxjo Lakers HC Jr. (Sweden Jr.),30.0,2.0,4.0,6.0,0.0,4.0,0.3
1164,1165,2017,67,Carolina Hurricanes,Morgan Geekie,CA,C,19.0,2022.0,Tri-City Americans (WHL),111.0,13.0,22.0,35.0,-12.0,30.0,2.4
1166,1167,2017,69,Arizona Coyotes,Mackenzie Entwistle,CA,RW,18.0,2022.0,Hamilton Bulldogs (OHL),60.0,6.0,8.0,14.0,-15.0,25.0,0.5
1171,1172,2017,74,Winnipeg Jets,Johnathan Kovacevic,CA,D,20.0,2022.0,Merrimack (H-East),4.0,0.0,0.0,0.0,1.0,2.0,0.1
1175,1176,2017,78,Edmonton Oilers,Stuart Skinner,CA,G,18.0,2022.0,Lethbridge Hurricanes (WHL),14.0,0.0,0.0,0.0,0.0,0.0,2.3
1178,1179,2017,81,New Jersey Devils,Reilly Walsh,US,D,18.0,2022.0,Proctor Academy (High-NH),1.0,0.0,1.0,1.0,0.0,0.0,0.1
1181,1182,2017,84,Edmonton Oilers,Dmitri Samorukov,RU,D,18.0,2022.0,Guelph Storm (OHL),1.0,0.0,0.0,0.0,-2.0,0.0,-0.1
1183,1184,2017,86,Columbus Blue Jackets,Daniil Tarasov,RU,G,18.0,2022.0,Tolpar Ufa (Russia Jr.),4.0,0.0,0.0,0.0,0.0,0.0,0.9
1184,1185,2017,87,Montreal Canadiens,Cale Fleury,CA,D,18.0,2022.0,Kootenay Ice (WHL),50.0,1.0,0.0,1.0,-7.0,6.0,0.3
1189,1190,2017,92,Nashville Predators,David Farrance,US,D,18.0,2021.0,USA U-18 Development Team (USDP/USHL),2.0,0.0,0.0,0.0,3.0,0.0,0.3
1192,1193,2017,95,Vancouver Canucks,Jack Rathbone,US,D,18.0,2022.0,Dexter Southfield School (High-MA),17.0,1.0,2.0,3.0,-4.0,2.0,0.4
1194,1195,2017,97,Minnesota Wild,Mason Shaw,CA,C,18.0,2022.0,Medicine Hat Tigers (WHL),3.0,0.0,0.0,0.0,-2.0,5.0,-0.1
1196,1197,2017,99,Buffalo Sabres,Jacob Bryson,CA,D,19.0,2022.0,Providence (H-East),111.0,2.0,17.0,19.0,-10.0,24.0,4.1
1199,1200,2017,102,San Jose Sharks,Scott Reedy,US,C,18.0,2022.0,USA U-18 Development Team (USDP/USHL),35.0,7.0,2.0,9.0,-8.0,10.0,0.8
1200,1201,2017,103,Los Angeles Kings,Michael Anderson,US,D,18.0,2022.0,Waterloo Black Hawks (USHL),117.0,4.0,16.0,20.0,10.0,38.0,6.2
1204,1205,2017,107,Philadelphia Flyers,Maksim Sushko,BY,RW,18.0,2021.0,Owen Sound Attack (OHL),2.0,0.0,0.0,0.0,-1.0,0.0,-0.1
1206,1207,2017,109,Calgary Flames,Adam Ruzicka,SK,C,18.0,2022.0,Sarnia Sting (OHL),31.0,5.0,6.0,11.0,10.0,12.0,1.4
1208,1209,2017,111,Boston Bruins,Jeremy Swayman,US,G,18.0,2022.0,Sioux Falls Stampede (USHL),51.0,0.0,0.0,0.0,0.0,6.0,9.5
1210,1211,2017,113,St. Louis Blues,Alexey Toropchenko,RU,RW,18.0,2022.0,HK MVD Balashikha (Russia Jr.),28.0,2.0,0.0,2.0,-9.0,15.0,-0.5
1214,1215,2017,117,Columbus Blue Jackets,Emil Bemstrom,SE,C,18.0,2022.0,Leksands IF Jr. (Sweden Jr.),117.0,19.0,17.0,36.0,-9.0,12.0,3.1
1218,1219,2017,121,Ottawa Senators,Drake Batherson,US,C,19.0,2022.0,Cape Breton Screaming Eagles (QMJHL),145.0,40.0,57.0,97.0,-27.0,59.0,9.0
1226,1227,2017,129,New Jersey Devils,Gilles Senn,CH,G,21.0,2020.0,HC Davos (Swiss),2.0,0.0,0.0,0.0,0.0,0.0,0.2
1229,1230,2017,132,Dallas Stars,Jacob Peterson,SE,C,18.0,2022.0,Frolunda HC Jr. (Sweden Jr.),65.0,12.0,5.0,17.0,-1.0,12.0,1.7
1234,1235,2017,137,Philadelphia Flyers,Noah Cates,US,LW,18.0,2022.0,Stillwater HS (High-MN),16.0,5.0,4.0,9.0,4.0,4.0,1.2
1235,1236,2017,138,Los Angeles Kings,Drake Rymsha,US,C,19.0,2021.0,Sarnia Sting (OHL),1.0,0.0,0.0,0.0,1.0,0.0,0.0
1236,1237,2017,139,New York Islanders,Sebastian Aho,SE,D,21.0,2022.0,Skelleftea AIK (Sweden),61.0,4.0,14.0,18.0,-12.0,18.0,2.3
1240,1241,2017,143,New Jersey Devils,Marian Studenic,SK,RW,18.0,2022.0,Hamilton Bulldogs (OHL),41.0,3.0,3.0,6.0,-9.0,10.0,-0.2
1247,1248,2017,150,Chicago Blackhawks,Jakub Galvas,CZ,D,18.0,2022.0,HC Olomuc (Czech),6.0,0.0,0.0,0.0,0.0,0.0,0.2
1267,1268,2017,170,Columbus Blue Jackets,Jonathan Davidsson,SE,RW,20.0,2020.0,Djurgardens IF (Sweden),6.0,0.0,1.0,1.0,0.0,0.0,0.0
1271,1272,2017,174,New York Rangers,Morgan Barron,CA,C,18.0,2022.0,St. Andrew's College (High-ON),32.0,3.0,3.0,6.0,-5.0,10.0,0.2
1276,1277,2017,179,Columbus Blue Jackets,Carson Meyer,US,RW,20.0,2022.0,Miami (Ohio) (NCHC),13.0,1.0,2.0,3.0,0.0,6.0,0.2
1282,1283,2017,185,San Jose Sharks,Alexander Chmelevski,US,C,18.0,2022.0,Ottawa 67's (OHL),24.0,0.0,10.0,10.0,0.0,6.0,0.6
1286,1287,2017,189,Vegas Golden Knights,Ben Jones,CA,C,18.0,2022.0,Niagara IceDogs (OHL),2.0,0.0,0.0,0.0,0.0,2.0,0.0
1291,1292,2017,194,Dallas Stars,Dylan Ferguson,CA,G,18.0,2018.0,Kamloops Blazers (WHL),1.0,0.0,0.0,0.0,0.0,0.0,-0.1
1293,1294,2017,196,Philadelphia Flyers,Wyatt Kalynuk,CA,D,20.0,2022.0,Bloomington Thunder (USHL),26.0,4.0,5.0,9.0,-9.0,6.0,1.1
1296,1297,2017,199,Montreal Canadiens,Cayden Primeau,US,G,18.0,2022.0,Lincoln Stars (USHL),18.0,0.0,0.0,0.0,0.0,0.0,1.0
1309,1310,2017,212,San Jose Sharks,Ivan Chekhovich,RU,LW,18.0,2021.0,Baie-Comeau Drakkar (QMJHL),4.0,0.0,1.0,1.0,-3.0,0.0,-0.1
1315,1316,2016,1,Toronto Maple Leafs,Auston Matthews,US,C,18.0,2022.0,ZSC Lions (Swiss),407.0,259.0,198.0,457.0,78.0,74.0,61.1
1316,1317,2016,2,Winnipeg Jets,Patrik Laine,FI,RW,18.0,2022.0,Tappara (Finland),407.0,176.0,151.0,327.0,-36.0,163.0,37.4
1317,1318,2016,3,Columbus Blue Jackets,Pierre-Luc Dubois,CA,LW,18.0,2022.0,Cape Breton Screaming Eagles (QMJHL),361.0,102.0,137.0,239.0,8.0,306.0,24.6
1318,1319,2016,4,Edmonton Oilers,Jesse Puljujarvi,SE,RW,18.0,2022.0,Karpat (Finland),259.0,46.0,52.0,98.0,18.0,76.0,9.0
1319,1320,2016,5,Vancouver Canucks,Olli Juolevi,FI,D,18.0,2022.0,London Knights (OHL),41.0,2.0,1.0,3.0,-2.0,6.0,0.8
1320,1321,2016,6,Calgary Flames,Matthew Tkachuk,US,LW,18.0,2022.0,London Knights (OHL),431.0,152.0,230.0,382.0,85.0,425.0,44.5
1321,1322,2016,7,Arizona Coyotes,Clayton Keller,US,C,18.0,2022.0,USA U-18 Development Team (USDP/USHL),360.0,96.0,160.0,256.0,-39.0,122.0,24.9
1322,1323,2016,8,Buffalo Sabres,Alexander Nylander,CA,LW,18.0,2020.0,Mississauga Steelheads (OHL),84.0,13.0,19.0,32.0,-11.0,14.0,2.4
1323,1324,2016,9,Montreal Canadiens,Mikhail Sergachev,RU,D,18.0,2022.0,Windsor Spitfires (OHL),362.0,36.0,138.0,174.0,50.0,213.0,28.8
1324,1325,2016,10,Colorado Avalanche,Tyson Jost,CA,C,18.0,2022.0,Pentiction (BCHL),342.0,47.0,62.0,109.0,10.0,120.0,8.0
1325,1326,2016,11,Ottawa Senators,Logan Brown,US,C,18.0,2022.0,Windsor Spitfires (OHL),69.0,5.0,15.0,20.0,-5.0,14.0,1.0
1326,1327,2016,12,New Jersey Devils,Michael McLeod,CA,C,18.0,2022.0,Mississauga Steelheads (OHL),162.0,15.0,25.0,40.0,-29.0,111.0,0.9
1327,1328,2016,13,Carolina Hurricanes,Jake Bean,CA,D,18.0,2022.0,Calgary Hitmen (WHL),111.0,8.0,29.0,37.0,-7.0,38.0,5.5
1328,1329,2016,14,Boston Bruins,Charles McAvoy,US,D,18.0,2022.0,Boston University (H-East),313.0,34.0,144.0,178.0,111.0,243.0,37.0
1329,1330,2016,15,Minnesota Wild,Luke Kunin,US,C,18.0,2022.0,Wisconsin (Big Ten),251.0,46.0,47.0,93.0,-30.0,207.0,6.9
1330,1331,2016,16,Arizona Coyotes,Jakob Chychrun,US,D,18.0,2022.0,Sarnia Sting (OHL),337.0,53.0,89.0,142.0,-46.0,218.0,25.6
1331,1332,2016,17,Nashville Predators,Dante Fabbro,CA,D,18.0,2022.0,Pentiction (BCHL),174.0,11.0,37.0,48.0,4.0,85.0,8.7
1332,1333,2016,18,Winnipeg Jets,Logan Stanley,CA,D,18.0,2022.0,Windsor Spitfires (OHL),95.0,2.0,15.0,17.0,14.0,70.0,4.1
1333,1334,2016,19,New York Islanders,Kieffer Bellows,US,LW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),67.0,11.0,14.0,25.0,2.0,25.0,2.6
1334,1335,2016,20,Detroit Red Wings,Dennis Cholowski,CA,D,18.0,2022.0,Chilliwack (BCHL),115.0,10.0,20.0,30.0,-50.0,28.0,2.7
1335,1336,2016,21,Carolina Hurricanes,Julien Gauthier,CA,RW,18.0,2022.0,Val-d'Or Foreurs (QMJHL),96.0,5.0,13.0,18.0,-14.0,30.0,0.3
1336,1337,2016,22,Philadelphia Flyers,German Rubtsov,RU,C,18.0,2020.0,Team Russia Jr. (Russia Jr.),4.0,0.0,0.0,0.0,-1.0,0.0,-0.1
1337,1338,2016,23,Florida Panthers,Henrik Borgström,FI,C,19.0,2022.0,HIFK Jr. (Finland Jr.),110.0,13.0,13.0,26.0,-31.0,28.0,0.8
1338,1339,2016,24,Anaheim Ducks,Max Jones,US,LW,18.0,2022.0,London Knights (OHL),137.0,17.0,11.0,28.0,-17.0,101.0,1.1
1339,1340,2016,25,Dallas Stars,Riley Tufte,US,LW,18.0,2022.0,Blaine HS (High-MN),10.0,1.0,0.0,1.0,0.0,4.0,0.1
1340,1341,2016,26,St. Louis Blues,Tage Thompson,US,C,18.0,2022.0,Connecticut (H-East),223.0,56.0,47.0,103.0,-57.0,86.0,8.9
1341,1342,2016,27,Tampa Bay Lightning,Brett Howden,CA,C,18.0,2022.0,Moose Jaw Warriors (WHL),225.0,25.0,44.0,69.0,-20.0,65.0,3.5
1342,1343,2016,28,Washington Capitals,Lucas Johansen,CA,D,18.0,2022.0,Kelowna Rockets (WHL),1.0,0.0,1.0,1.0,1.0,0.0,0.2
1343,1344,2016,29,Boston Bruins,Trent Frederic,US,C,18.0,2022.0,USA U-18 Development Team (USDP/USHL),119.0,12.0,11.0,23.0,-3.0,137.0,1.3
1344,1345,2016,30,Anaheim Ducks,Sam Steel,CA,C,18.0,2022.0,Regina Pats (WHL),197.0,24.0,41.0,65.0,-35.0,52.0,3.5
1345,1346,2016,31,Toronto Maple Leafs,Yegor Korshkov,RU,RW,20.0,2020.0,Lokomotiv Yaroslavl (Russia),1.0,1.0,0.0,1.0,1.0,0.0,0.2
1346,1347,2016,32,Edmonton Oilers,Tyler Benson,CA,LW,18.0,2022.0,Vancouver Giants (WHL),36.0,1.0,2.0,3.0,-6.0,18.0,-0.4
1347,1348,2016,33,Buffalo Sabres,Rasmus Asplund,SE,C,18.0,2022.0,Farjestad BK (Sweden),137.0,16.0,25.0,41.0,-8.0,16.0,2.7
1348,1349,2016,34,Columbus Blue Jackets,Andrew Peeke,US,D,18.0,2022.0,Green Bay Gamblers (USHL),115.0,3.0,18.0,21.0,-17.0,68.0,3.0
1349,1350,2016,35,St. Louis Blues,Jordan Kyrou,CA,C,18.0,2022.0,Sarnia Sting (OHL),173.0,46.0,76.0,122.0,11.0,44.0,12.4
1351,1352,2016,37,Tampa Bay Lightning,Libor Hajek,CZ,D,18.0,2022.0,Saskatoon Blades (WHL),94.0,3.0,8.0,11.0,-11.0,36.0,1.7
1353,1354,2016,39,Chicago Blackhawks,Alexander Debrincat,US,RW,18.0,2022.0,Erie Otters (OHL),368.0,160.0,147.0,307.0,-14.0,67.0,35.1
1355,1356,2016,41,New Jersey Devils,Nathan Bastian,CA,RW,18.0,2022.0,Mississauga Steelheads (OHL),120.0,18.0,13.0,31.0,-12.0,96.0,2.0
1356,1357,2016,42,Ottawa Senators,Jonathan Dahlen,SE,C,18.0,2022.0,Timra IK (Sweden-2),61.0,12.0,10.0,22.0,-25.0,12.0,1.3
1357,1358,2016,43,Carolina Hurricanes,Janne Kuokkanen,FI,C/LW,18.0,2022.0,Karpat Jr. (Finland Jr.),119.0,14.0,28.0,42.0,-26.0,28.0,1.9
1358,1359,2016,44,Tampa Bay Lightning,Boris Katchouk,CA,LW,18.0,2022.0,Soo Greyhounds (OHL),59.0,3.0,4.0,7.0,-7.0,39.0,-0.2
1360,1361,2016,46,Detroit Red Wings,Givani Smith,CA,RW,18.0,2022.0,Guelph Storm (OHL),83.0,7.0,7.0,14.0,-13.0,138.0,0.5
1361,1362,2016,47,Nashville Predators,Samuel Girard,CA,D,18.0,2022.0,Shawinigan Cataractes (QMJHL),340.0,22.0,122.0,144.0,9.0,67.0,21.7
1362,1363,2016,48,Philadelphia Flyers,Carter Hart,CA,G,18.0,2022.0,Everett Silvertips (WHL),146.0,0.0,1.0,1.0,0.0,2.0,22.2
1363,1364,2016,49,Boston Bruins,Ryan Lindgren,US,D,18.0,2022.0,USA U-18 Development Team (USDP/USHL),194.0,6.0,39.0,45.0,48.0,138.0,12.0
1365,1366,2016,51,Los Angeles Kings,Kale Clague,CA,D,18.0,2022.0,Brandon Wheat Kings (WHL),58.0,2.0,14.0,16.0,-19.0,26.0,1.4
1366,1367,2016,52,Philadelphia Flyers,Wade Allison,CA,RW,18.0,2022.0,Tri-City Storm (USHL),15.0,4.0,3.0,7.0,0.0,4.0,0.8
1367,1368,2016,53,Detroit Red Wings,Filip Hronek,CZ,D,18.0,2022.0,Mountfield HK (Czech),245.0,21.0,97.0,118.0,-95.0,128.0,13.5
1369,1370,2016,55,Pittsburgh Penguins,Filip Gustavsson,SE,G,18.0,2022.0,Lulea HF Jr. (Sweden Jr.),27.0,0.0,0.0,0.0,0.0,0.0,4.5
1370,1371,2016,56,Calgary Flames,Dillon Dube,CA,C,18.0,2022.0,Kelowna Rockets (WHL),200.0,36.0,39.0,75.0,2.0,50.0,6.9
1371,1372,2016,57,Toronto Maple Leafs,Carl Grundstrom,SE,RW,18.0,2022.0,MODO Hockey (Sweden),129.0,20.0,16.0,36.0,-8.0,56.0,3.1
1372,1373,2016,58,Tampa Bay Lightning,Taylor Raddysh,CA,RW,18.0,2022.0,Erie Otters (OHL),74.0,11.0,11.0,22.0,1.0,10.0,1.7
1374,1375,2016,60,San Jose Sharks,Dylan Gambrell,US,C,20.0,2022.0,Denver (NCHC),173.0,13.0,17.0,30.0,-24.0,44.0,0.1
1375,1376,2016,61,Pittsburgh Penguins,Kasper Bjorkqvist,FI,RW,19.0,2022.0,Blues Jr. (Finland Jr.),6.0,1.0,0.0,1.0,-1.0,2.0,0.1
1376,1377,2016,62,Toronto Maple Leafs,Joseph Woll,US,G,18.0,2022.0,USA U-18 Development Team (USDP/USHL),4.0,0.0,0.0,0.0,0.0,2.0,0.7
1377,1378,2016,63,Edmonton Oilers,Markus Niemelainen,FI,D,18.0,2022.0,Saginaw Spirit (OHL),20.0,0.0,1.0,1.0,-5.0,4.0,-0.1
1378,1379,2016,64,Vancouver Canucks,William Lockwood,US,RW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),15.0,0.0,0.0,0.0,-5.0,11.0,-0.5
1379,1380,2016,65,Columbus Blue Jackets,Vitaly Abramov,RU,RW,18.0,2021.0,Gatineau Olympiques (QMJHL),5.0,1.0,0.0,1.0,-3.0,2.0,0.0
1380,1381,2016,66,Calgary Flames,Adam Fox,US,D,18.0,2022.0,USA U-18 Development Team (USDP/USHL),203.0,24.0,139.0,163.0,59.0,72.0,26.9
1382,1383,2016,68,Arizona Coyotes,Cam Dineen,US,D,18.0,2022.0,North Bay Battalion (OHL),34.0,0.0,7.0,7.0,-16.0,4.0,0.1
1387,1388,2016,73,New Jersey Devils,Joseph Anderson,US,RW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),58.0,8.0,5.0,13.0,-5.0,10.0,0.9
1389,1390,2016,75,Carolina Hurricanes,Jack LaFontaine,CA,G,18.0,2022.0,Janesville Jets (NAHL),2.0,0.0,0.0,0.0,0.0,0.0,-0.3
1390,1391,2016,76,Nashville Predators,Rem Pitlick,CA,C,19.0,2022.0,Muskegon Lumberjacks (USHL),77.0,15.0,24.0,39.0,-5.0,30.0,3.2
1392,1393,2016,78,Nashville Predators,Frederic Allard,CA,D,18.0,2021.0,Chicoutimi Sagueneens (QMJHL),1.0,0.0,0.0,0.0,-2.0,0.0,-0.1
1394,1395,2016,80,New Jersey Devils,Brandon Gignac,CA,C,18.0,2019.0,Shawinigan Cataractes (QMJHL),1.0,0.0,0.0,0.0,-2.0,0.0,-0.1
1395,1396,2016,81,New York Rangers,Sean Day,BE,D,18.0,2022.0,Mississauga Steelheads (OHL),2.0,0.0,0.0,0.0,-2.0,0.0,-0.1
1396,1397,2016,82,Philadelphia Flyers,Carsen Twarynski,CA,LW,18.0,2021.0,Calgary Hitmen (WHL),22.0,1.0,0.0,1.0,-5.0,6.0,-0.4
1399,1400,2016,85,Anaheim Ducks,Joshua Mahura,CA,D,18.0,2022.0,Red Deer Rebels (WHL),79.0,6.0,14.0,20.0,-17.0,22.0,2.8
1400,1401,2016,86,Buffalo Sabres,Casey Fitzgerald,US,D,19.0,2022.0,Boston College (H-East),36.0,0.0,6.0,6.0,-19.0,36.0,-0.1
1401,1402,2016,87,Washington Capitals,Garrett Pilon,CA,C,18.0,2022.0,Kamloops Blazers (WHL),3.0,1.0,0.0,1.0,1.0,0.0,0.2
1404,1405,2016,90,Dallas Stars,Fredrik Karlstrom,SE,C,18.0,2022.0,AIK Jr. (Sweden Jr.),3.0,0.0,1.0,1.0,2.0,0.0,0.1
1406,1407,2016,92,Toronto Maple Leafs,Adam Brooks,CA,C,20.0,2022.0,Regina Pats (WHL),43.0,6.0,5.0,11.0,7.0,2.0,1.3
1412,1413,2016,98,New York Rangers,Tarmo Reunanen,FI,D,18.0,2021.0,TPS Jr. (Finland Jr.),4.0,0.0,1.0,1.0,1.0,0.0,0.2
1413,1414,2016,99,Buffalo Sabres,Brett Murray,CA,LW,18.0,2022.0,Carleton Place (CCHL),21.0,2.0,4.0,6.0,-2.0,23.0,0.3
1414,1415,2016,100,Montreal Canadiens,Victor Mete,CA,D,18.0,2022.0,London Knights (OHL),236.0,5.0,38.0,43.0,16.0,42.0,9.7
1415,1416,2016,101,Toronto Maple Leafs,Keaton Middleton,CA,D,18.0,2021.0,Saginaw Spirit (OHL),3.0,0.0,0.0,0.0,-1.0,4.0,-0.1
1416,1417,2016,102,New Jersey Devils,Mikhail Maltsev,RU,LW,18.0,2022.0,Team Russia Jr. (Russia Jr.),51.0,6.0,3.0,9.0,-9.0,6.0,0.3
1420,1421,2016,106,Minnesota Wild,Brandon Duhaime,US,RW,19.0,2022.0,Tri-City Storm (USHL),80.0,6.0,11.0,17.0,-2.0,122.0,0.4
