,id,year,overall_pick,team,player,nationality,position,age,to_year,amateur_team,games_played,goals,assists,points,plus_minus,penalties_minutes,point_shares
5649,5650,1998,57,Dallas Stars,Tyler Bouck,CA,C,18.0,2007.0,Prince George Cougars (WHL),91.0,4.0,8.0,12.0,-9.0,93.0,0.0
5650,5651,1998,58,Ottawa Senators,Chris Bala,US,LW,19.0,2002.0,Harvard (ECAC),6.0,0.0,1.0,1.0,1.0,0.0,0.1
5652,5653,1998,60,Nashville Predators,Denis Arkhipov,RU,C,19.0,2007.0,Ak Bars Kazan (Russia),352.0,56.0,82.0,138.0,-51.0,128.0,10.8
5653,5654,1998,61,Florida Panthers,Joe DiPenta,CA,D,19.0,2008.0,Boston University (H-East),174.0,6.0,17.0,23.0,15.0,110.0,6.5
5654,5655,1998,62,Calgary Flames,Paul Manning,CA,D,19.0,2003.0,Colorado College (WCHA),8.0,0.0,0.0,0.0,0.0,2.0,0.1
5655,5656,1998,63,Florida Panthers,Lance Ward,CA,D,20.0,2004.0,Red Deer Rebels (WHL),209.0,4.0,12.0,16.0,-30.0,391.0,2.7
5656,5657,1998,64,Tampa Bay Lightning,Brad Richards,CA,C,18.0,2016.0,Rimouski Oceanic (QMJHL),1126.0,298.0,634.0,932.0,-66.0,251.0,92.8
5658,5659,1998,66,New York Rangers,Jason LaBarbera,CA,G,18.0,2015.0,Portland Winter Hawks (WHL),187.0,0.0,2.0,2.0,0.0,10.0,28.7
5659,5660,1998,67,Edmonton Oilers,Alex Henry,CA,D,18.0,2009.0,London Knights (OHL),177.0,2.0,9.0,11.0,-7.0,269.0,0.6
5660,5661,1998,68,Vancouver Canucks,Jarkko Ruutu,FI,RW,23.0,2011.0,HIFK (Finland),652.0,58.0,84.0,142.0,-21.0,1078.0,7.7
5663,5664,1998,71,Carolina Hurricanes,Erik Cole,US,LW,19.0,2015.0,Clarkson (ECAC),892.0,265.0,267.0,532.0,-7.0,659.0,59.0
5664,5665,1998,72,Tampa Bay Lightning,Dmitry Afanasenkov,RU,LW,18.0,2007.0,Torpedo Yaroslavl 2 (Russia-2),227.0,27.0,27.0,54.0,-36.0,52.0,2.8
5666,5667,1998,74,Ottawa Senators,Julien Vauclair,CH,D,18.0,2004.0,HC Lugano (Swiss),1.0,0.0,0.0,0.0,1.0,2.0,0.1
5667,5668,1998,75,Montreal Canadiens,Francois Beauchemin,CA,D,18.0,2018.0,Laval Titan College Francais (QMJHL),903.0,76.0,212.0,288.0,14.0,490.0,60.2
5669,5670,1998,77,Buffalo Sabres,Mike Pandolfo,US,LW,19.0,2004.0,St. Sebastian's School (High-MA),3.0,0.0,0.0,0.0,-2.0,0.0,-0.1
5670,5671,1998,78,Boston Bruins,Peter Nordstrom,SE,C,24.0,1999.0,Farjestad BK (Sweden),2.0,0.0,0.0,0.0,-1.0,0.0,-0.1
5674,5675,1998,82,New Jersey Devils,Brian Gionta,US,RW,19.0,2018.0,Boston College (H-East),1026.0,291.0,304.0,595.0,35.0,377.0,67.7
5675,5676,1998,83,St. Louis Blues,Matt Walker,CA,D,18.0,2012.0,Portland Winter Hawks (WHL),314.0,4.0,26.0,30.0,-9.0,464.0,7.7
5679,5680,1998,87,Toronto Maple Leafs,Alexei Ponikarovsky,UA,LW,18.0,2013.0,Dynamo Moskva 2 (Russia-2),678.0,139.0,184.0,323.0,47.0,419.0,33.2
5681,5682,1998,89,Florida Panthers,Ryan Jardine,CA,LW,18.0,2002.0,Soo Greyhounds (OHL),8.0,0.0,2.0,2.0,0.0,2.0,0.1
5683,5684,1998,91,Carolina Hurricanes,Josef Vasicek,CZ,C,18.0,2008.0,HC Slavia Praha Jr. (Czech Jr.),460.0,77.0,106.0,183.0,-38.0,311.0,15.9
5684,5685,1998,92,Tampa Bay Lightning,Eric Beaudoin,CA,LW,18.0,2004.0,Guelph Storm (OHL),53.0,3.0,8.0,11.0,-15.0,41.0,0.0
5685,5686,1998,93,Carolina Hurricanes,Tommy Westlund,SE,RW,23.0,2003.0,Brynas IF (Sweden),203.0,9.0,13.0,22.0,-27.0,48.0,-0.8
5688,5689,1998,96,New Jersey Devils,Mikko Jokela,FI,D,18.0,2003.0,HIFK (Finland),1.0,0.0,0.0,0.0,0.0,0.0,0.0
5690,5691,1998,98,San Jose Sharks,Rob Davison,CA,D,18.0,2010.0,North Bay Centennials (OHL),219.0,3.0,15.0,18.0,-5.0,321.0,4.9
5691,5692,1998,99,Edmonton Oilers,Shawn Horcoff,CA,C,19.0,2016.0,Michigan State (CCHA),1008.0,186.0,325.0,511.0,-27.0,624.0,44.3
5693,5694,1998,101,Ottawa Senators,Petr Schastlivy,RU,LW,19.0,2004.0,Torpedo Yaroslavl (Russia),129.0,18.0,22.0,40.0,3.0,30.0,3.8
5695,5696,1998,103,Los Angeles Kings,Kip Brennan,CA,LW,18.0,2008.0,Sudbury Wolves (OHL),61.0,1.0,1.0,2.0,-2.0,222.0,-0.2
5696,5697,1998,104,San Jose Sharks,Miroslav Zalesak,SK,RW,18.0,2004.0,HKm Nitra (Slovakia),12.0,1.0,2.0,3.0,-3.0,0.0,0.1
5697,5698,1998,105,New Jersey Devils,Pierre Dagenais,CA,RW,20.0,2006.0,Rouyn-Noranda Huskies (QMJHL),142.0,35.0,23.0,58.0,0.0,58.0,7.3
5698,5699,1998,106,Washington Capitals,Krys Barch,CA,LW,18.0,2014.0,London Knights (OHL),381.0,12.0,23.0,35.0,-16.0,812.0,0.2
5699,5700,1998,107,Washington Capitals,Chris Corrinet,US,RW,19.0,2002.0,Princeton (ECAC),8.0,0.0,1.0,1.0,-4.0,6.0,-0.2
5700,5701,1998,108,Calgary Flames,Dany Sabourin,CA,G,18.0,2009.0,Sherbrooke Faucons (QMJHL),57.0,0.0,1.0,1.0,0.0,4.0,6.7
5706,5707,1998,114,New York Rangers,Boyd Kane,CA,LW,20.0,2010.0,Regina Pats (WHL),31.0,0.0,3.0,3.0,-8.0,39.0,-0.4
5707,5708,1998,115,Phoenix Coyotes,Jay Leach,US,D,19.0,2011.0,Providence (H-East),70.0,1.0,2.0,3.0,3.0,60.0,1.6
5709,5710,1998,117,Florida Panthers,Jaroslav Spacek,CZ,D,24.0,2012.0,Farjestad BK (Sweden),880.0,82.0,273.0,355.0,49.0,618.0,69.3
5710,5711,1998,118,Washington Capitals,Mike Siklenka,CA,RW,18.0,2004.0,Lloydminster (AJHL),2.0,0.0,0.0,0.0,0.0,0.0,0.0
5714,5715,1998,122,New York Rangers,Patrick Leahy,US,RW,19.0,2007.0,Miami (Ohio) (CCHA),50.0,4.0,4.0,8.0,-1.0,19.0,0.4
5715,5716,1998,123,New York Islanders,Jiri Dopita,CZ,C,29.0,2003.0,HC Vsetin (Czech),73.0,12.0,21.0,33.0,5.0,19.0,3.1
5716,5717,1998,124,Philadelphia Flyers,Francis Belanger,CA,LW,20.0,2001.0,Rimouski Oceanic (QMJHL),10.0,0.0,0.0,0.0,-3.0,29.0,-0.2
5721,5722,1998,129,Phoenix Coyotes,Robert Schnabel,CZ,D,19.0,2004.0,Red Deer Rebels (WHL),22.0,0.0,3.0,3.0,6.0,34.0,1.2
5723,5724,1998,131,New York Rangers,Tomas Kloucek,CZ,D,18.0,2006.0,HC Slavia Praha Jr. (Czech Jr.),141.0,2.0,8.0,10.0,-9.0,250.0,1.2
5724,5725,1998,132,Montreal Canadiens,Andrei Bashkirov,RU,LW,28.0,2001.0,Fort Wayne Komets (IHL),30.0,0.0,3.0,3.0,-5.0,0.0,-0.3
5726,5727,1998,134,Pittsburgh Penguins,Rob Scuderi,US,D,19.0,2016.0,Boston College (H-East),783.0,8.0,102.0,110.0,25.0,198.0,30.6
5727,5728,1998,135,Boston Bruins,Andrew Raycroft,CA,G,18.0,2012.0,Sudbury Wolves (OHL),280.0,0.0,3.0,3.0,0.0,14.0,38.6
5735,5736,1998,143,New Jersey Devils,Ryan Flinn,CA,LW,18.0,2006.0,Laval Titan College Francais (QMJHL),31.0,1.0,0.0,1.0,0.0,84.0,0.0
5737,5738,1998,145,San Jose Sharks,Mikael Samuelsson,SE,RW,21.0,2014.0,Sodertalje SK (Sweden),699.0,149.0,197.0,346.0,50.0,370.0,35.7
5742,5743,1998,150,Anaheim Ducks,Trent Hunter,CA,RW,18.0,2012.0,Prince George Cougars (WHL),497.0,101.0,135.0,236.0,-5.0,209.0,21.9
5744,5745,1998,152,Montreal Canadiens,Gordie Dwyer,CA,LW,20.0,2004.0,Quebec Remparts (QMJHL),108.0,0.0,5.0,5.0,-20.0,394.0,-1.3
5745,5746,1998,153,Dallas Stars,Pavel Patera,CZ,C,27.0,2001.0,AIK (Sweden),32.0,2.0,7.0,9.0,-9.0,8.0,0.1
5746,5747,1998,154,Toronto Maple Leafs,Allan Rourke,CA,D,18.0,2008.0,Kitchener Rangers (OHL),55.0,1.0,4.0,5.0,4.0,31.0,1.7
5748,5749,1998,156,Chicago Blackhawks,Kent Huskins,CA,D,19.0,2013.0,Clarkson (ECAC),318.0,13.0,55.0,68.0,46.0,173.0,18.0
5752,5753,1998,160,Phoenix Coyotes,Rickard Wallin,SE,C,18.0,2010.0,Farjestad BK Jr. (Sweden Jr.),79.0,8.0,11.0,19.0,-5.0,34.0,1.0
5753,5754,1998,161,Ottawa Senators,Chris Neil,CA,RW,19.0,2017.0,North Bay Centennials (OHL),1026.0,112.0,138.0,250.0,-19.0,2522.0,17.8
5754,5755,1998,162,Montreal Canadiens,Andrei Markov,RU,D,19.0,2017.0,Khimik Voskresensk (Russia-2),990.0,119.0,453.0,572.0,64.0,505.0,104.0
5755,5756,1998,163,Los Angeles Kings,Tomas Zizka,CZ,D,18.0,2004.0,HC Ziln (Czech),25.0,2.0,6.0,8.0,-8.0,16.0,0.8
5756,5757,1998,164,Buffalo Sabres,Ales Kotalik,CZ,RW,19.0,2011.0,HC Ceske Budejovice (Czech),542.0,136.0,148.0,284.0,-46.0,348.0,27.9
5760,5761,1998,168,Philadelphia Flyers,Antero Niittymaki,FI,G,18.0,2011.0,TPS Jr. (Finland Jr.),234.0,0.0,3.0,3.0,0.0,6.0,36.1
5763,5764,1998,171,Detroit Red Wings,Pavel Datsyuk,RU,C,20.0,2016.0,Dynamo-Energiya Yekaterinburg (Russia),953.0,314.0,604.0,918.0,249.0,228.0,111.2
5765,5766,1998,173,Dallas Stars,Niko Kapanen,FI,C,20.0,2008.0,HPK (Finland),397.0,36.0,90.0,126.0,-25.0,160.0,7.1
5770,5771,1998,178,Anaheim Ducks,Jesse Fibiger,CA,D,20.0,2003.0,Minnesota-Duluth (WCHA),16.0,0.0,0.0,0.0,-5.0,2.0,-0.3
5774,5775,1998,182,New York Islanders,Evgeny Korolev,RU,D,20.0,2002.0,London Knights (OHL),42.0,1.0,4.0,5.0,-10.0,20.0,0.4
5775,5776,1998,183,Chicago Blackhawks,Tyler Arnason,US,C,19.0,2009.0,Fargo-Moorhead Ice Sharks (USHL),487.0,88.0,157.0,245.0,-33.0,140.0,21.5
5778,5779,1998,186,Edmonton Oilers,Mike Morrison,US,G,19.0,2007.0,Phillps-Exeter Academy (High-NH),29.0,0.0,1.0,1.0,0.0,2.0,1.4
5779,5780,1998,187,Phoenix Coyotes,Erik Westrum,US,C,19.0,2007.0,Minnesota (WCHA),27.0,1.0,2.0,3.0,-4.0,22.0,-0.3
5783,5784,1998,191,Buffalo Sabres,Brad Moran,CA,C,19.0,2007.0,Calgary Hitmen (WHL),8.0,1.0,2.0,3.0,-1.0,4.0,0.3
5785,5786,1998,193,Washington Capitals,Rastislav Stana,SK,G,18.0,2004.0,HC Kosice Jr. (Slovakia Jr.),6.0,0.0,0.0,0.0,0.0,0.0,0.4
5787,5788,1998,195,Philadelphia Flyers,Tomas Divisek,CZ,C,19.0,2002.0,HC Slavia Praha (Czech),5.0,1.0,0.0,1.0,0.0,0.0,0.1
5798,5799,1998,206,Calgary Flames,Jonas Frogren,SE,D,18.0,2009.0,Farjestad BK Jr. (Sweden Jr.),41.0,1.0,6.0,7.0,0.0,28.0,1.1
5799,5800,1998,207,New York Rangers,Johan Witehall,SE,LW,26.0,2001.0,Leksands IF (Sweden),54.0,2.0,5.0,7.0,-5.0,16.0,-0.1
5800,5801,1998,208,Carolina Hurricanes,Jaroslav Svoboda,CZ,LW,18.0,2006.0,HC MBL Olomouc (Czech-2),134.0,12.0,17.0,29.0,-5.0,62.0,2.1
5804,5805,1998,212,San Jose Sharks,Jim Fahey,US,D,19.0,2007.0,Catholic Memorial School (High-MA),92.0,1.0,24.0,25.0,-16.0,67.0,3.2
5808,5809,1998,216,Montreal Canadiens,Michael Ryder,CA,RW,18.0,2015.0,Hull Olympiques (QMJHL),806.0,237.0,247.0,484.0,18.0,353.0,57.2
5810,5811,1998,218,Buffalo Sabres,David Moravec,CZ,RW,25.0,2000.0,HC Vitkovice (Czech),1.0,0.0,0.0,0.0,-1.0,0.0,-0.1
5812,5813,1998,220,Washington Capitals,Mike Farrell,US,RW,19.0,2004.0,Providence (H-East),13.0,0.0,0.0,0.0,0.0,2.0,-0.1
5822,5823,1998,230,Nashville Predators,Karlis Skrastins,LV,D,24.0,2011.0,TPS (Finland),832.0,32.0,104.0,136.0,-45.0,375.0,32.1
5827,5828,1998,235,New York Rangers,Jan Mertzig,SE,D,28.0,1999.0,Lulea HF (Sweden),23.0,0.0,2.0,2.0,-5.0,8.0,0.2
5835,5836,1998,243,Philadelphia Flyers,Petr Hubacek,CZ,C,19.0,2001.0,HC Kometa Brno (Czech-2),6.0,1.0,0.0,1.0,-1.0,2.0,0.0
5836,5837,1998,244,Pittsburgh Penguins,Toby Petersen,US,C,19.0,2013.0,Colorado College (WCHA),398.0,33.0,48.0,81.0,-40.0,50.0,2.8
5840,5841,1998,248,Los Angeles Kings,Matthew Yeats,CA,G,19.0,2004.0,Olds (AJHL),5.0,0.0,0.0,0.0,0.0,2.0,0.8
5844,5845,1998,252,Tampa Bay Lightning,Martin Cibak,SK,C,18.0,2006.0,HK 32 Liptovsky Mikulas (Slovakia),154.0,5.0,18.0,23.0,-16.0,60.0,0.4
5845,5846,1998,253,Philadelphia Flyers,Bruno St. Jacques,CA,D,18.0,2006.0,Baie-Comeau Drakkar (QMJHL),67.0,3.0,7.0,10.0,-6.0,47.0,2.1
5846,5847,1998,254,Pittsburgh Penguins,Matt Hussey,US,C,19.0,2007.0,Avon Old Farms School (High-CT),21.0,2.0,2.0,4.0,-6.0,2.0,0.0
5847,5848,1998,255,St. Louis Blues,John Pohl,US,C,19.0,2008.0,Red Wing HS (High-MN),115.0,17.0,21.0,38.0,-8.0,24.0,2.9
5851,5852,1997,1,Boston Bruins,Joe Thornton,CA,C,18.0,2022.0,Soo Greyhounds (OHL),1714.0,430.0,1109.0,1539.0,182.0,1272.0,163.2
5852,5853,1997,2,San Jose Sharks,Patrick Marleau,CA,C,18.0,2021.0,Seattle Thunderbirds (WHL),1779.0,566.0,631.0,1197.0,-27.0,527.0,133.8
5853,5854,1997,3,Los Angeles Kings,Olli Jokinen,FI,C,18.0,2015.0,HIFK (Finland),1231.0,321.0,429.0,750.0,-132.0,1071.0,71.7
5854,5855,1997,4,New York Islanders,Roberto Luongo,CA,G,18.0,2019.0,Val-d'Or Foreurs (QMJHL),1044.0,0.0,23.0,23.0,0.0,46.0,217.8
5855,5856,1997,5,New York Islanders,Eric Brewer,CA,D,18.0,2015.0,Prince George Cougars (WHL),1009.0,77.0,194.0,271.0,-99.0,792.0,48.7
5856,5857,1997,6,Calgary Flames,Daniel Tkaczuk,CA,C,18.0,2001.0,Barrie Colts (OHL),19.0,4.0,7.0,11.0,1.0,14.0,1.2
5857,5858,1997,7,Tampa Bay Lightning,Paul Mara,US,D,18.0,2011.0,Sudbury Wolves (OHL),734.0,64.0,189.0,253.0,-110.0,776.0,41.3
5858,5859,1997,8,Boston Bruins,Sergei Samsonov,RU,LW,18.0,2011.0,Detroit Vipers (IHL),888.0,235.0,336.0,571.0,11.0,209.0,61.0
5859,5860,1997,9,Washington Capitals,Nick Boynton,CA,D,18.0,2011.0,Ottawa 67's (OHL),605.0,34.0,110.0,144.0,19.0,862.0,30.0
5860,5861,1997,10,Vancouver Canucks,Brad Ference,CA,D,18.0,2007.0,Spokane Chiefs (WHL),250.0,4.0,30.0,34.0,-44.0,565.0,5.0
5861,5862,1997,11,Montreal Canadiens,Jason Ward,CA,RW,18.0,2009.0,Erie Otters (OHL),336.0,36.0,45.0,81.0,-29.0,171.0,4.2
5862,5863,1997,12,Ottawa Senators,Marian Hossa,SK,RW,18.0,2017.0,HK Dukla Trencin (Slovakia),1309.0,525.0,609.0,1134.0,245.0,628.0,144.2
5863,5864,1997,13,Chicago Blackhawks,Dan Cleary,CA,RW,18.0,2015.0,Belleville Bulls (OHL),938.0,165.0,222.0,387.0,6.0,492.0,35.1
5864,5865,1997,14,Edmonton Oilers,Michel Riesen,CH,RW,18.0,2001.0,EHC Biel-Bienne (Swiss-2),12.0,0.0,1.0,1.0,2.0,4.0,0.0
5866,5867,1997,16,Chicago Blackhawks,Ty Jones,US,RW,18.0,2004.0,Spokane Chiefs (WHL),14.0,0.0,0.0,0.0,-1.0,19.0,-0.2
5867,5868,1997,17,Pittsburgh Penguins,Robert Dome,SK,RW,18.0,2003.0,Las Vegas Thunder (IHL),53.0,7.0,7.0,14.0,0.0,12.0,1.0
5868,5869,1997,18,Anaheim Ducks,Michael Holmqvist,SE,C,18.0,2007.0,Djurgardens IF Jr. (Sweden Jr.),156.0,18.0,17.0,35.0,-25.0,72.0,0.9
5870,5871,1997,20,Florida Panthers,Mike Brown,CA,LW,18.0,2006.0,Red Deer Rebels (WHL),34.0,1.0,2.0,3.0,1.0,130.0,0.2
5871,5872,1997,21,Buffalo Sabres,Mika Noronen,FI,G,18.0,2006.0,Tappara (Finland),71.0,1.0,0.0,1.0,0.0,4.0,8.6
5872,5873,1997,22,Carolina Hurricanes,Nikos Tselios,US,D,18.0,2002.0,Belleville Bulls (OHL),2.0,0.0,0.0,0.0,-2.0,6.0,-0.1
5873,5874,1997,23,San Jose Sharks,Scott Hannan,CA,D,18.0,2015.0,Kelowna Rockets (WHL),1055.0,38.0,179.0,217.0,2.0,625.0,50.8
5874,5875,1997,24,New Jersey Devils,Jean-Francois Damphousse,CA,G,18.0,2002.0,Moncton Wildcats (QMJHL),6.0,0.0,0.0,0.0,0.0,0.0,0.5
5875,5876,1997,25,Dallas Stars,Brenden Morrow,CA,LW,18.0,2015.0,Portland Winter Hawks (WHL),991.0,265.0,310.0,575.0,107.0,1362.0,66.4
5877,5878,1997,27,Boston Bruins,Ben Clymer,US,RW,19.0,2007.0,Minnesota (WCHA),438.0,52.0,77.0,129.0,-64.0,367.0,9.8
5878,5879,1997,28,Carolina Hurricanes,Brad DeFauw,US,LW,19.0,2003.0,North Dakota (WCHA),9.0,3.0,0.0,3.0,-2.0,2.0,0.4
5879,5880,1997,29,Los Angeles Kings,Scott Barney,CA,C,18.0,2006.0,Peterborough Petes (OHL),27.0,5.0,6.0,11.0,1.0,4.0,1.3
5880,5881,1997,30,Philadelphia Flyers,Jean-Marc Pelletier,US,G,19.0,2004.0,Cornell (ECAC),7.0,0.0,0.0,0.0,0.0,0.0,0.0
5881,5882,1997,31,New York Islanders,Jeff Zehr,CA,LW,18.0,2000.0,Windsor Spitfires (OHL),4.0,0.0,0.0,0.0,-1.0,2.0,-0.1
5884,5885,1997,34,Vancouver Canucks,Ryan Bonni,CA,D,18.0,2000.0,Saskatoon Blades (WHL),3.0,0.0,0.0,0.0,-1.0,0.0,-0.1
5885,5886,1997,35,Washington Capitals,Jean-Francois Fortin,CA,D,18.0,2004.0,Sherbrooke Faucons (QMJHL),71.0,1.0,4.0,5.0,-4.0,42.0,1.2
5886,5887,1997,36,Vancouver Canucks,Harold Druken,CA,C,18.0,2004.0,Detroit Jr. Whalers (OHL),146.0,27.0,36.0,63.0,18.0,36.0,7.2
5888,5889,1997,38,New Jersey Devils,Stanislav Gron,SK,RW,18.0,2001.0,HC Slovan Bratislava (Slovakia),1.0,0.0,0.0,0.0,1.0,0.0,0.0
5889,5890,1997,39,Chicago Blackhawks,Jeremy Reich,CA,LW,18.0,2008.0,Seattle Thunderbirds (WHL),99.0,2.0,4.0,6.0,-18.0,161.0,-1.3
5892,5893,1997,42,Calgary Flames,John Tripp,CA,RW,20.0,2004.0,Oshawa Generals (OHL),43.0,2.0,7.0,9.0,-3.0,35.0,0.5
5895,5896,1997,45,Anaheim Ducks,Maxim Balmochnykh,RU,LW,18.0,2000.0,Lada Togliatti (Russia),6.0,0.0,1.0,1.0,2.0,2.0,0.1
5897,5898,1997,47,Florida Panthers,Kristian Huselius,SE,LW,18.0,2012.0,Farjestad BK (Sweden),662.0,190.0,261.0,451.0,-16.0,256.0,48.3
5898,5899,1997,48,Buffalo Sabres,Henrik Tallinder,SE,D,18.0,2014.0,AIK Jr. (Sweden Jr.),678.0,28.0,114.0,142.0,8.0,378.0,34.4
5899,5900,1997,49,Detroit Red Wings,Yuri Butsayev,RU,LW,18.0,2003.0,Lada Togliatti (Russia),99.0,10.0,4.0,14.0,-13.0,28.0,0.2
5900,5901,1997,50,Philadelphia Flyers,Pat Kavanagh,CA,RW,18.0,2006.0,Peterborough Petes (OHL),14.0,2.0,0.0,2.0,0.0,4.0,0.3
5902,5903,1997,52,Dallas Stars,Roman Lyashenko,RU,C,18.0,2003.0,Torpedo Yaroslavl (Russia),139.0,14.0,9.0,23.0,-7.0,55.0,1.4
5905,5906,1997,55,Colorado Avalanche,Rick Berry,CA,D,18.0,2004.0,Seattle Thunderbirds (WHL),197.0,2.0,13.0,15.0,-6.0,314.0,3.9
5907,5908,1997,57,Toronto Maple Leafs,Jeff Farkas,US,RW,19.0,2003.0,Boston College (H-East),11.0,0.0,2.0,2.0,-1.0,6.0,-0.1
5908,5909,1997,58,Ottawa Senators,Jani Hurme,FI,G,22.0,2003.0,TPS (Finland),76.0,0.0,0.0,0.0,0.0,19.0,11.2
5911,5912,1997,61,Tampa Bay Lightning,Matt Elich,US,RW,17.0,2001.0,Windsor Spitfires (OHL),16.0,1.0,1.0,2.0,-6.0,0.0,-0.1
5913,5914,1997,63,Boston Bruins,Lee Goren,CA,RW,19.0,2007.0,North Dakota (WCHA),67.0,5.0,4.0,9.0,-16.0,44.0,0.0
5914,5915,1997,64,Vancouver Canucks,Kyle Freadrich,CA,LW,18.0,2001.0,Regina Pats (WHL),23.0,0.0,1.0,1.0,-2.0,75.0,-0.1
5916,5917,1997,66,Ottawa Senators,Josh Langfeld,US,RW,20.0,2008.0,Lincoln Stars (USHL),143.0,9.0,23.0,32.0,8.0,60.0,2.3
5919,5920,1997,69,Buffalo Sabres,Maxim Afinogenov,RU,RW,18.0,2010.0,Dynamo Moskva (Russia),651.0,158.0,237.0,395.0,-43.0,486.0,38.9
5920,5921,1997,70,Calgary Flames,Erik Andersson,SE,C,26.0,1998.0,Denver (WCHA),12.0,2.0,1.0,3.0,-4.0,8.0,0.1
5921,5922,1997,71,Pittsburgh Penguins,Josef Melichar,CZ,D,18.0,2009.0,HC Ceske Budejovice Jr. (Czech Jr.),349.0,7.0,42.0,49.0,-26.0,300.0,8.6
5923,5924,1997,73,New York Rangers,Burke Henry,CA,D,18.0,2004.0,Brandon Wheat Kings (WHL),39.0,2.0,6.0,8.0,-13.0,33.0,0.8
5924,5925,1997,74,Florida Panthers,Nick Smith,CA,C,18.0,2002.0,Barrie Colts (OHL),15.0,0.0,0.0,0.0,-1.0,0.0,-0.1
5926,5927,1997,76,Detroit Red Wings,Petr Sykora,CZ,C,18.0,2006.0,HC Pardubice (Czech),12.0,2.0,2.0,4.0,-1.0,6.0,0.3
5927,5928,1997,77,Dallas Stars,Steve Gainey,CA,LW,18.0,2006.0,Kamloops Blazers (WHL),33.0,0.0,2.0,2.0,-3.0,34.0,-0.3
5928,5929,1997,78,Colorado Avalanche,Ville Nieminen,FI,LW,20.0,2007.0,Tappara (Finland),385.0,48.0,69.0,117.0,-28.0,333.0,8.4
5929,5930,1997,79,New York Islanders,Robert Schnabel,CZ,D,18.0,2004.0,HC Slavia Praha Jr. (Czech Jr.),22.0,0.0,3.0,3.0,6.0,34.0,1.2
5930,5931,1997,80,Carolina Hurricanes,Francis Lessard,CA,RW,18.0,2011.0,Val-d'Or Foreurs (QMJHL),115.0,1.0,3.0,4.0,-6.0,346.0,-0.2
5933,5934,1997,83,Los Angeles Kings,Joe Corvo,US,D,20.0,2014.0,Western Michigan (CCHA),708.0,92.0,218.0,310.0,25.0,241.0,55.3
5934,5935,1997,84,Toronto Maple Leafs,Adam Mair,CA,C,18.0,2011.0,Owen Sound Platers (OHL),615.0,38.0,76.0,114.0,-26.0,829.0,5.5
5935,5936,1997,85,New York Islanders,Petr Mika,CZ,LW,18.0,2000.0,HC Slavia Praha (Czech),3.0,0.0,0.0,0.0,-1.0,0.0,-0.1
5937,5938,1997,87,Colorado Avalanche,Brad Larsen,CA,LW,20.0,2008.0,Swift Current Broncos (WHL),294.0,19.0,29.0,48.0,-23.0,134.0,0.6
5938,5939,1997,88,Carolina Hurricanes,Shane Willis,CA,RW,20.0,2004.0,Lethbridge Hurricanes (WHL),174.0,31.0,43.0,74.0,-16.0,77.0,6.8
5945,5946,1997,95,Florida Panthers,Ivan Novoseltsev,RU,RW,18.0,2004.0,Krylia Sovetov Moskva (Russia),234.0,31.0,44.0,75.0,-47.0,112.0,4.6
5950,5951,1997,100,Calgary Flames,Ryan Ready,CA,LW,18.0,2006.0,Belleville Bulls (OHL),7.0,0.0,1.0,1.0,0.0,0.0,0.0
5952,5953,1997,102,Detroit Red Wings,Quintin Laing,CA,LW,18.0,2010.0,Kelowna Rockets (WHL),79.0,3.0,8.0,11.0,8.0,31.0,0.1
5956,5957,1997,106,St. Louis Blues,Jame Pollock,CA,D,18.0,2004.0,Seattle Thunderbirds (WHL),9.0,0.0,0.0,0.0,-1.0,6.0,0.1
5960,5961,1997,110,Chicago Blackhawks,Ben Simon,US,LW,19.0,2006.0,Notre Dame (CCHA),81.0,3.0,1.0,4.0,-13.0,47.0,-0.7
5962,5963,1997,112,Tampa Bay Lightning,Karel Betik,CZ,D,18.0,1999.0,Kelowna Rockets (WHL),3.0,0.0,2.0,2.0,-3.0,2.0,0.0
5969,5970,1997,119,Ottawa Senators,Magnus Arvedson,SE,LW,25.0,2004.0,Farjestad BK (Sweden),434.0,100.0,125.0,225.0,109.0,241.0,26.4
5971,5972,1997,121,Edmonton Oilers,Jason Chimera,CA,LW,18.0,2018.0,Medicine Hat Tigers (WHL),1107.0,186.0,229.0,415.0,-31.0,892.0,37.9
5980,5981,1997,130,Chicago Blackhawks,Kyle Calder,CA,LW,18.0,2010.0,Regina Pats (WHL),590.0,114.0,180.0,294.0,-71.0,309.0,24.6
5981,5982,1997,131,New Jersey Devils,Jiri Bicek,SK,RW,18.0,2004.0,HC Kosice (Slovakia),62.0,6.0,7.0,13.0,6.0,29.0,1.1
5984,5985,1997,134,New York Rangers,Johan Lindbom,SE,LW,26.0,1998.0,HV71 (Sweden),38.0,1.0,3.0,4.0,4.0,28.0,-0.2
5986,5987,1997,136,New York Rangers,Mike York,US,LW,19.0,2009.0,Michigan State (CCHA),579.0,127.0,195.0,322.0,-34.0,135.0,27.6
5991,5992,1997,141,Edmonton Oilers,Peter Sarno,CA,C,18.0,2006.0,Windsor Spitfires (OHL),7.0,1.0,0.0,1.0,2.0,2.0,0.2
5994,5995,1997,144,Vancouver Canucks,Matt Cooke,CA,C,19.0,2015.0,Windsor Spitfires (OHL),1046.0,167.0,231.0,398.0,61.0,1135.0,36.9
6003,6004,1997,153,Tampa Bay Lightning,Andrei Skopintsev,RU,D,25.0,2001.0,TPS (Finland),40.0,2.0,4.0,6.0,-10.0,32.0,0.7
